first_name,last_name,nickname,hometown,left_handed,feet,inches,pounds,years,speed_rating,blocking,positioning,aggression,reactions,durability,power,throwing,endurance,accuracy,balance,focus,shooting,toughness,confidence,agility,faceoffs,discipline,playable_positions,preferred_position,declared_pitcher,special_pitches,pitch_grooves,portrait,head,haircut,glove,shoe,body_type,skin_tone_primary,skin_tone_secondary,complexion,best_league,play_style,gender,attracted,gang,home_cooking,day_job,day_job_pay,spouses,children,elders,adults,positivity,negativity,influence,promiscuity,loyalty,love_of_the_game,professionalism,partying,potential,hustle,hardiness,combat,franchise_id,contract_type,seasons_left,salary,revenue_share,water,food,buyout,housing,tryout_games,preferred_job,job_roles,contract_focus_value,contract_focus_stability,contract_focus_flexibility,contract_focus_satiety,contract_focus_hydration,contract_focus_hometown,contract_focus_housing,contract_focus_house_type,contract_focus_gameday,contract_focus_travel,contract_focus_medical,contract_chillcontract_focus_party,contract_focus_chill,contract_win_latercontract_focus_win_now,contract_focus_win_later,contract_focus_loyalty,contract_focus_opportunity,contract_focus_community,contract_focus_development,contract_focus_safety,contract_focus_education,contract_focus_trade,contract_focus_farming,contract_focus_day_life,contract_focus_night_life,contract_focus_welfare,physical_training,technical_training,mental_training,talent_eval,talent_spotting,scouting_speed,deescalation,anti_banditry,escorting,trauma,ortho,medicine,stretching,first_aid,rehab,attraction,sponsorship,networking,masonry,carpentry,painting,sewing,carrying,acquisitions,line_cooking,home_cooking,fine_cooking,auditing,budgeting,bidding,raging,chilling,intimacy,charisma,helpfulness,longevity
Kainalu,Chávez,,Unknown,FALSE,5,5,114,15,87,66,33,20,87,20,20,20,48,20,20,20,32,20,20,39,20,20,"K,LF",K,FALSE,,,,,,,,,,,,,Acrobatic,m,"[""f""]",,noodle,subsistence,19,0,1,0,0,77,54,24,51,60,50,34,35,89,47,49,25,,,,,,,,,,promoter,"{""accountant"":false,""coach"":false,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":false,""player"":true,""promoter"":true,""scout"":false,""security"":false,""surgeon"":false}",2.56285987096999,2,0,0,0.22596332484311,3.06553839548394,2.49946145944351,cabin,3.59932429757633,1.04096343551829,0.35696901165455,0,1.25184902792701,2.78284251216843,0,0.95645450102617,2.20115105377268,1.61914406702439,1.55340604342651,0,0,0.64334590565885,0,0.35109929933249,0,0.84013952676463,0,3,1,1,1,3,2,1,2,3,0,6,4,5,9,1,13,17,1,5,1,0,6,9,3,2,8,2,3,3,1,4,1,15,3,4
Cooper,van Gough,,Unknown,FALSE,5,9,128,23,66,20,20,20,20,20,20,20,20,53,20,20,82,20,20,20,20,20,LF,LF,FALSE,,,,,,,,,,,,,Goal Scorer,m,"[""m"", ""i""]",The Posse,island,none,0,1,2,0,0,60,32,62,9,47,49,72,45,84,62,75,2,,,,,,,,,,coach,"{""accountant"":false,""coach"":true,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":false,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",2,0,1.92514283902725,3.65283885504776,1.06136749471658,0.49581190563324,1.58496521259319,farmhouse,0.11108016637486,2.54717977144204,0,0,1.1693109641918,0,0.99546309250933,0,1.52831334829969,0,0,1.47571777664035,1.29992623309832,0,1.76359556407197,0,3.78010833070976,1.1053058593753,0,2,6,4,0,1,2,1,2,5,0,0,2,2,0,0,2,1,0,2,2,1,1,3,0,1,3,0,0,0,0,1,0,1,3,5
Taylor,Ache,,Unknown,FALSE,5,6,170,41,92,52,53,54,86,57,77,78,77,76,68,83,99,32,34,72,63,51,"RF,RG",RF,FALSE,,,,,,,,,,,,,Goal Scorer,m,"[""f""]",,island,sex slave,7,0,1,0,0,51,66,73,5,31,8,49,66,80,42,30,34,,,,,,,,,,medic,"{""accountant"":false,""coach"":false,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":true,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",2,2.80544398918188,1.7372002667516,0.99418607302203,0,0.82936916585965,3.43971107983225,camper,2.94736331402474,1.93159126563009,1.6532582925427,3.76788929336853,0,0,1.44382987700278,0.51671335322865,1.34003229395171,0.81123917679184,0,0.48162674862085,3.27966105409066,0,0,0,0.68127768991961,0,1,1,4,6,8,2,3,10,2,4,1,4,19,12,12,2,12,2,6,4,4,2,1,9,6,3,4,4,1,1,1,6,2,2,4,0
Alejandro,Martínez,,Unknown,FALSE,5,6,136,34,87,20,20,20,20,20,68,20,95,20,20,20,20,20,20,25,20,20,"LF,LG,RF",LF,FALSE,,,,,,,,,,,,,Anti-Keeper,m,"[""f"", ""i""]",,island,beggar,13,1,1,0,1,29,83,19,27,36,83,42,4,60,43,45,43,,,,,,,,,,medic,"{""accountant"":false,""coach"":false,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":true,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",2,0,0.82754353267228,0,3.61189252536861,0.35647974451693,0,cabin,0.79542770891083,0,0,3.89416844581777,0,2.4397189429993,0,0.59962074192929,2.94612639398873,0.26316434895216,0,0.44297582541289,0.37760107662266,2.33334037337696,0,1.64024488579649,0,1.15472368717951,2,4,1,3,0,0,0,3,0,3,2,2,6,15,7,7,3,4,1,3,0,1,1,1,0,0,2,0,2,0,0,2,3,3,6,0
Tung-ChuanYu-Jie,Han,,Unknown,FALSE,5,1,145,32,51,20,94,20,20,22,20,20,71,20,33,20,20,20,20,20,20,20,"RG,LG,LF,P,K",RG,FALSE,,,,,,,,,,,,,Defender,f,"[""m"", ""i""]",,bbq,cook for hire,20,1,1,0,0,7,27,76,36,91,53,83,51,53,57,90,15,,,,,,,,,,grounds,"{""accountant"":false,""coach"":false,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":true,""medic"":false,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",2,0.17129130706406,0,0,0,0.92736276907898,0,room,1.22764982580876,0.1615035650231,0.76072599063156,1.75217656996495,0.20131360031622,1.27078258292075,0,0.54546314517293,0,2.18998984024481,0.17185749620377,1.11086877399996,0.42956916897834,3.3059104152701,0.92205087976034,0,0.39907576023719,2.60870398702886,1,3,3,2,5,3,2,5,8,2,2,1,0,5,4,3,3,0,1,8,17,10,3,1,7,2,4,0,5,3,1,2,1,5,0,8
Lincoln,Bathurst,,Unknown,FALSE,5,2,112,25,62,47,20,20,20,20,87,20,98,49,40,20,27,24,42,60,31,20,"LF,P,RF,RG",LF,FALSE,,,,,,,,,,,,,Anti-Keeper,m,"[""f""]",,noodle,subsistence,22,0,0,1,0,63,26,10,39,56,94,71,75,79,75,32,45,,,,,,,,,,cook,"{""accountant"":false,""coach"":false,""cook"":true,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":false,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",2,0,1.09833331644918,0,0,1.10650882763813,3.0102534002938,room,0,0,0,2.87005240906985,1.2750302647832,0,3.53606913437995,0.82831400021491,1.77923458455491,1.74919165001787,0.41658824577375,0.82835526703411,2.39823257798152,0.61964537720702,1.76165259136878,0,0,0,2,4,1,6,2,7,6,5,0,0,0,1,3,1,3,3,4,10,0,3,0,3,8,3,2,9,17,0,1,0,10,0,1,8,0,0
Pou,Cow-Stealer,,Unknown,FALSE,6,3,154,23,99,79,99,96,99,43,53,77,98,99,75,64,81,69,65,99,99,66,P,P,TRUE,,,,,,,,,,,,,Track Hog,m,"[""m"", ""i""]",,island,farm,7,0,1,1,0,48,62,73,85,38,33,10,40,92,66,59,46,,,,,,,,,,coach,"{""accountant"":false,""coach"":true,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":false,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",1.8276068200008,2,2.14112566384246,0.11944646583757,0.13056455922994,1.6331929923975,2.15252264039547,mansion,1.58955191686975,0,0.86557990195916,0,0,0.17615255524689,0,0,0,1.13237419352863,0.8707355039879,2.12827185117761,3.74469689377212,0,2.98734152673475,3.80546540147662,0,0.57038274801603,3,0,11,0,2,1,0,0,6,5,0,0,0,2,2,0,0,3,0,0,4,2,4,5,0,3,2,3,3,3,1,3,2,4,0,3
Zealand,van Gough,,Unknown,FALSE,5,2,93,44,66,52,33,27,74,20,32,49,67,77,60,36,47,33,92,62,47,20,"K,P,LG,RG",K,FALSE,,,,,,,,,,,,,Kneeling,m,"[""f""]",Holy Rollers,casserole,farm,14,0,0,0,0,81,4,62,57,66,11,50,60,61,85,1,29,,,,,,,,,,coach,"{""accountant"":false,""coach"":true,""cook"":false,""entourage"":true,""equipment"":true,""grounds"":false,""medic"":true,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",0.7239398574572,2,0,0,0,0,1.67173615362701,room,2.20160117536581,0,0,0,0.84167071701089,2.22776762532219,0,0,0.41093454424866,0,0.69926207246463,0,0.42558067157192,0.33270180080243,2.09967451850431,0,3.45054560578976,0,7,2,1,0,1,0,0,0,0,1,4,0,8,0,0,1,1,3,0,3,0,1,2,0,0,3,0,1,0,1,4,0,0,0,0,1
Dakari,Ferritto,,Unknown,FALSE,5,4,128,28,20,20,40,20,20,20,71,95,20,69,31,90,20,20,58,20,57,35,P,P,TRUE,,,,,,,,,,,,,Ace,m,"[""f""]",,casserole,none,0,1,0,1,0,93,38,79,55,40,47,48,65,67,59,51,33,,,,,,,,,,coach,"{""accountant"":false,""coach"":true,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":false,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",2,3.18239215773791,0,1.03963053921442,1.14344356729994,0.66315903721287,1.3092740425752,crash pad,1.33543193089043,1.79123709966395,0,1.23313157504305,0,1.37962999050896,0,1.97253952691458,0,1.54838657421702,0,1.87694256800124,1.10944271154033,1.10479729904392,1.14637908636012,0.82215508503076,0,0.90790259594338,0,2,13,5,8,2,6,0,1,2,2,7,2,2,3,3,2,1,4,2,1,3,3,1,3,2,3,2,2,3,3,3,4,2,2,0
Parker,Barlow,,Unknown,FALSE,5,6,170,34,58,73,80,62,30,42,55,97,77,90,77,93,79,57,56,36,88,51,"P,RF",P,TRUE,,,,,,,,,,,,,Hatchet Man,m,"[""f""]",,mexican,none,0,1,1,0,0,10,5,89,36,63,93,61,26,75,36,46,32,,,,,,,,,,entourage,"{""accountant"":false,""coach"":false,""cook"":false,""entourage"":true,""equipment"":false,""grounds"":false,""medic"":false,""player"":true,""promoter"":false,""scout"":false,""security"":false,""surgeon"":false}",2,0,0.63256444322849,0.42407974730321,1.51859229117636,0,0,room,1.25157233816111,2.22389411698714,0,2.3261192193422,1.9361633269133,1.42587015385457,1.96005284730819,0,1.80907258847864,0.90861840470107,0,3.05187702582679,0.60263668177533,2.76999481399714,0.81504275979841,0.86102961722871,0.89578212053808,0.16478352238653,4,0,11,8,4,0,6,4,4,0,2,0,1,3,0,6,3,1,3,3,0,2,4,3,1,0,11,2,3,2,14,12,14,5,1,0
